"year","month","date_of_month","date","day_of_week","births"
1999,3,8,1999-03-08,"Mon",10749
1999,3,9,1999-03-09,"Tues",11896
1999,3,10,1999-03-10,"Wed",11823
1999,3,11,1999-03-11,"Thurs",11832
1999,3,12,1999-03-12,"Fri",11834
1999,3,13,1999-03-13,"Sat",8436
1999,3,14,1999-03-14,"Sun",7549
1999,3,15,1999-03-15,"Mon",10830
1999,3,16,1999-03-16,"Tues",12134
1999,3,17,1999-03-17,"Wed",11928
1999,3,18,1999-03-18,"Thurs",11915
1999,3,19,1999-03-19,"Fri",11554
1999,3,20,1999-03-20,"Sat",8621
1999,3,21,1999-03-21,"Sun",7582
1999,3,22,1999-03-22,"Mon",10743
1999,3,23,1999-03-23,"Tues",12132
1999,3,24,1999-03-24,"Wed",11764
1999,3,25,1999-03-25,"Thurs",11879
1999,3,26,1999-03-26,"Fri",11543
1999,3,27,1999-03-27,"Sat",8592
1999,3,28,1999-03-28,"Sun",7389
1999,3,29,1999-03-29,"Mon",11259
1999,3,30,1999-03-30,"Tues",12071
1999,3,31,1999-03-31,"Wed",11838
1999,4,1,1999-04-01,"Thurs",11313
1999,4,2,1999-04-02,"Fri",11354
1999,4,3,1999-04-03,"Sat",8059
1999,4,4,1999-04-04,"Sun",7067
1999,4,5,1999-04-05,"Mon",10820
1999,4,6,1999-04-06,"Tues",12063
1999,4,7,1999-04-07,"Wed",11941
1999,4,8,1999-04-08,"Thurs",11724
1999,4,9,1999-04-09,"Fri",11550
1999,4,10,1999-04-10,"Sat",8364
1999,4,11,1999-04-11,"Sun",7510
1999,4,12,1999-04-12,"Mon",10849
1999,4,13,1999-04-13,"Tues",11884
1999,4,14,1999-04-14,"Wed",11669
1999,4,15,1999-04-15,"Thurs",11818
1999,4,16,1999-04-16,"Fri",11546
1999,4,17,1999-04-17,"Sat",8633
1999,4,18,1999-04-18,"Sun",7394
1999,4,19,1999-04-19,"Mon",10767
1999,4,20,1999-04-20,"Tues",12067
1999,4,21,1999-04-21,"Wed",11636
1999,4,22,1999-04-22,"Thurs",11763
1999,4,23,1999-04-23,"Fri",11533
1999,4,24,1999-04-24,"Sat",8301
1999,4,25,1999-04-25,"Sun",7370
1999,4,26,1999-04-26,"Mon",10806
1999,4,27,1999-04-27,"Tues",12013
1999,4,28,1999-04-28,"Wed",11915
1999,4,29,1999-04-29,"Thurs",11743
1999,4,30,1999-04-30,"Fri",11417
1999,5,1,1999-05-01,"Sat",8522
1999,5,2,1999-05-02,"Sun",7537
1999,5,3,1999-05-03,"Mon",10972
1999,5,4,1999-05-04,"Tues",12455
1999,5,5,1999-05-05,"Wed",12278
1999,5,6,1999-05-06,"Thurs",12267
1999,5,7,1999-05-07,"Fri",11857
1999,5,8,1999-05-08,"Sat",8314
1999,5,9,1999-05-09,"Sun",7630
1999,5,10,1999-05-10,"Mon",11158
1999,5,11,1999-05-11,"Tues",12316
1999,5,12,1999-05-12,"Wed",12111
1999,5,13,1999-05-13,"Thurs",11801
1999,5,14,1999-05-14,"Fri",11874
1999,5,15,1999-05-15,"Sat",8492
1999,5,16,1999-05-16,"Sun",7600
1999,5,17,1999-05-17,"Mon",11106
1999,5,18,1999-05-18,"Tues",12438
1999,5,19,1999-05-19,"Wed",11758
1999,5,20,1999-05-20,"Thurs",11944
1999,5,21,1999-05-21,"Fri",11895
1999,5,22,1999-05-22,"Sat",8558
1999,5,23,1999-05-23,"Sun",7700
1999,5,24,1999-05-24,"Mon",11340
1999,5,25,1999-05-25,"Tues",12833
1999,5,26,1999-05-26,"Wed",12346
1999,5,27,1999-05-27,"Thurs",12640
1999,5,28,1999-05-28,"Fri",12405
1999,5,29,1999-05-29,"Sat",8875
1999,5,30,1999-05-30,"Sun",7661
1999,5,31,1999-05-31,"Mon",7843
1999,6,1,1999-06-01,"Tues",11583
1999,6,2,1999-06-02,"Wed",12961
1999,6,3,1999-06-03,"Thurs",12796
1999,6,4,1999-06-04,"Fri",12340
1999,6,5,1999-06-05,"Sat",8814
1999,6,6,1999-06-06,"Sun",7691
1999,6,7,1999-06-07,"Mon",11105
1999,6,8,1999-06-08,"Tues",12338
1999,6,9,1999-06-09,"Wed",12010
1999,6,10,1999-06-10,"Thurs",12259
1999,6,11,1999-06-11,"Fri",12028
1999,6,12,1999-06-12,"Sat",8654
1999,6,13,1999-06-13,"Sun",7648
1999,6,14,1999-06-14,"Mon",11145
1999,6,15,1999-06-15,"Tues",12525
1999,6,16,1999-06-16,"Wed",12089
1999,6,17,1999-06-17,"Thurs",12069
1999,6,18,1999-06-18,"Fri",11861
1999,6,19,1999-06-19,"Sat",8621
1999,6,20,1999-06-20,"Sun",7675
1999,6,21,1999-06-21,"Mon",11492
1999,6,22,1999-06-22,"Tues",12527
1999,6,23,1999-06-23,"Wed",12130
1999,6,24,1999-06-24,"Thurs",12343
1999,6,25,1999-06-25,"Fri",11768
1999,6,26,1999-06-26,"Sat",8922
1999,6,27,1999-06-27,"Sun",7968
1999,6,28,1999-06-28,"Mon",11506
1999,6,29,1999-06-29,"Tues",12853
1999,6,30,1999-06-30,"Wed",12480
1999,7,1,1999-07-01,"Thurs",12828
1999,7,2,1999-07-02,"Fri",12525
1999,7,3,1999-07-03,"Sat",8764
1999,7,4,1999-07-04,"Sun",7973
1999,7,5,1999-07-05,"Mon",8413
1999,7,6,1999-07-06,"Tues",11799
1999,7,7,1999-07-07,"Wed",13343
1999,7,8,1999-07-08,"Thurs",13245
1999,7,9,1999-07-09,"Fri",12566
1999,7,10,1999-07-10,"Sat",9196
1999,7,11,1999-07-11,"Sun",7882
1999,7,12,1999-07-12,"Mon",11489
1999,7,13,1999-07-13,"Tues",12646
1999,7,14,1999-07-14,"Wed",12631
1999,7,15,1999-07-15,"Thurs",12795
1999,7,16,1999-07-16,"Fri",12582
1999,7,17,1999-07-17,"Sat",9034
1999,7,18,1999-07-18,"Sun",8025
1999,7,19,1999-07-19,"Mon",11556
1999,7,20,1999-07-20,"Tues",12849
1999,7,21,1999-07-21,"Wed",12685
1999,7,22,1999-07-22,"Thurs",12945
1999,7,23,1999-07-23,"Fri",12674
1999,7,24,1999-07-24,"Sat",9258
1999,7,25,1999-07-25,"Sun",8182
1999,7,26,1999-07-26,"Mon",11687
1999,7,27,1999-07-27,"Tues",12903
1999,7,28,1999-07-28,"Wed",12803
1999,7,29,1999-07-29,"Thurs",12840
1999,7,30,1999-07-30,"Fri",12537
1999,7,31,1999-07-31,"Sat",9157
1999,8,1,1999-08-01,"Sun",8167
1999,8,2,1999-08-02,"Mon",11663
1999,8,3,1999-08-03,"Tues",12660
1999,8,4,1999-08-04,"Wed",12564
1999,8,5,1999-08-05,"Thurs",12587
1999,8,6,1999-08-06,"Fri",12448
1999,8,7,1999-08-07,"Sat",9070
1999,8,8,1999-08-08,"Sun",8074
1999,8,9,1999-08-09,"Mon",11408
1999,8,10,1999-08-10,"Tues",13035
1999,8,11,1999-08-11,"Wed",12572
1999,8,12,1999-08-12,"Thurs",13103
1999,8,13,1999-08-13,"Fri",11924
1999,8,14,1999-08-14,"Sat",9143
1999,8,15,1999-08-15,"Sun",8190
1999,8,16,1999-08-16,"Mon",11753
1999,8,17,1999-08-17,"Tues",13201
1999,8,18,1999-08-18,"Wed",12833
1999,8,19,1999-08-19,"Thurs",12783
1999,8,20,1999-08-20,"Fri",12764
1999,8,21,1999-08-21,"Sat",9114
1999,8,22,1999-08-22,"Sun",7964
1999,8,23,1999-08-23,"Mon",11673
1999,8,24,1999-08-24,"Tues",13035
1999,8,25,1999-08-25,"Wed",12595
1999,8,26,1999-08-26,"Thurs",12628
1999,8,27,1999-08-27,"Fri",12570
1999,8,28,1999-08-28,"Sat",9387
1999,8,29,1999-08-29,"Sun",8203
1999,8,30,1999-08-30,"Mon",11568
1999,8,31,1999-08-31,"Tues",12692
1999,9,1,1999-09-01,"Wed",12572
1999,9,2,1999-09-02,"Thurs",12896
1999,9,3,1999-09-03,"Fri",12914
1999,9,4,1999-09-04,"Sat",8953
1999,9,5,1999-09-05,"Sun",8203
1999,9,6,1999-09-06,"Mon",8249
1999,9,7,1999-09-07,"Tues",11969
1999,9,8,1999-09-08,"Wed",13437
1999,9,9,1999-09-09,"Thurs",14540
1999,9,10,1999-09-10,"Fri",13181
1999,9,11,1999-09-11,"Sat",9634
1999,9,12,1999-09-12,"Sun",8463
1999,9,13,1999-09-13,"Mon",11481
1999,9,14,1999-09-14,"Tues",12770
1999,9,15,1999-09-15,"Wed",12880
1999,9,16,1999-09-16,"Thurs",12843
1999,9,17,1999-09-17,"Fri",13142
1999,9,18,1999-09-18,"Sat",9599
1999,9,19,1999-09-19,"Sun",8559
1999,9,20,1999-09-20,"Mon",11961
1999,9,21,1999-09-21,"Tues",13384
1999,9,22,1999-09-22,"Wed",12994
1999,9,23,1999-09-23,"Thurs",13149
1999,9,24,1999-09-24,"Fri",13009
1999,9,25,1999-09-25,"Sat",9568
1999,9,26,1999-09-26,"Sun",8290
1999,9,27,1999-09-27,"Mon",12103
1999,9,28,1999-09-28,"Tues",13358
1999,9,29,1999-09-29,"Wed",12785
1999,9,30,1999-09-30,"Thurs",12523
1999,10,1,1999-10-01,"Fri",12544
1999,10,2,1999-10-02,"Sat",9099
1999,10,3,1999-10-03,"Sun",7888
1999,10,4,1999-10-04,"Mon",11506
1999,10,5,1999-10-05,"Tues",12871
1999,10,6,1999-10-06,"Wed",12534
1999,10,7,1999-10-07,"Thurs",12306
1999,10,8,1999-10-08,"Fri",12341
1999,10,9,1999-10-09,"Sat",8804
1999,10,10,1999-10-10,"Sun",7835
1999,10,11,1999-10-11,"Mon",11203
1999,10,12,1999-10-12,"Tues",12442
1999,10,13,1999-10-13,"Wed",12041
1999,10,14,1999-10-14,"Thurs",12115
1999,10,15,1999-10-15,"Fri",12187
1999,10,16,1999-10-16,"Sat",8594
1999,10,17,1999-10-17,"Sun",7562
1999,10,18,1999-10-18,"Mon",11021
1999,10,19,1999-10-19,"Tues",12354
1999,10,20,1999-10-20,"Wed",11830
1999,10,21,1999-10-21,"Thurs",11960
1999,10,22,1999-10-22,"Fri",11912
1999,10,23,1999-10-23,"Sat",8404
1999,10,24,1999-10-24,"Sun",7465
1999,10,25,1999-10-25,"Mon",11077
1999,10,26,1999-10-26,"Tues",12221
1999,10,27,1999-10-27,"Wed",11654
1999,10,28,1999-10-28,"Thurs",11693
1999,10,29,1999-10-29,"Fri",11534
1999,10,30,1999-10-30,"Sat",8488
1999,10,31,1999-10-31,"Sun",7495
1999,11,1,1999-11-01,"Mon",10839
1999,11,2,1999-11-02,"Tues",12098
1999,11,3,1999-11-03,"Wed",11803
1999,11,4,1999-11-04,"Thurs",11806
1999,11,5,1999-11-05,"Fri",11868
1999,11,6,1999-11-06,"Sat",8533
1999,11,7,1999-11-07,"Sun",7481
1999,11,8,1999-11-08,"Mon",11049
1999,11,9,1999-11-09,"Tues",12092
1999,11,10,1999-11-10,"Wed",11632
1999,11,11,1999-11-11,"Thurs",11802
1999,11,12,1999-11-12,"Fri",11556
1999,11,13,1999-11-13,"Sat",8349
1999,11,14,1999-11-14,"Sun",7526
1999,11,15,1999-11-15,"Mon",10928
1999,11,16,1999-11-16,"Tues",12263
1999,11,17,1999-11-17,"Wed",11665
1999,11,18,1999-11-18,"Thurs",11908
1999,11,19,1999-11-19,"Fri",12128
1999,11,20,1999-11-20,"Sat",8630
1999,11,21,1999-11-21,"Sun",7514
1999,11,22,1999-11-22,"Mon",12104
1999,11,23,1999-11-23,"Tues",12804
1999,11,24,1999-11-24,"Wed",11409
1999,11,25,1999-11-25,"Thurs",7529
1999,11,26,1999-11-26,"Fri",8892
1999,11,27,1999-11-27,"Sat",8024
1999,11,28,1999-11-28,"Sun",7418
1999,11,29,1999-11-29,"Mon",11095
1999,11,30,1999-11-30,"Tues",12544
1999,12,1,1999-12-01,"Wed",12282
1999,12,2,1999-12-02,"Thurs",11976
1999,12,3,1999-12-03,"Fri",11591
1999,12,4,1999-12-04,"Sat",8333
1999,12,5,1999-12-05,"Sun",7503
1999,12,6,1999-12-06,"Mon",10956
1999,12,7,1999-12-07,"Tues",12329
1999,12,8,1999-12-08,"Wed",11849
1999,12,9,1999-12-09,"Thurs",11728
1999,12,10,1999-12-10,"Fri",11459
1999,12,11,1999-12-11,"Sat",8442
1999,12,12,1999-12-12,"Sun",7528
1999,12,13,1999-12-13,"Mon",10830
1999,12,14,1999-12-14,"Tues",12667
1999,12,15,1999-12-15,"Wed",12623
1999,12,16,1999-12-16,"Thurs",12441
1999,12,17,1999-12-17,"Fri",12453
1999,12,18,1999-12-18,"Sat",8979
1999,12,19,1999-12-19,"Sun",7732
1999,12,20,1999-12-20,"Mon",12497
1999,12,21,1999-12-21,"Tues",13508
1999,12,22,1999-12-22,"Wed",12166
1999,12,23,1999-12-23,"Thurs",10591
1999,12,24,1999-12-24,"Fri",8046
1999,12,25,1999-12-25,"Sat",6674
1999,12,26,1999-12-26,"Sun",7432
1999,12,27,1999-12-27,"Mon",11579
1999,12,28,1999-12-28,"Tues",13158
1999,12,29,1999-12-29,"Wed",12629
1999,12,30,1999-12-30,"Thurs",11935
1999,12,31,1999-12-31,"Fri",9335
2000,1,1,2000-01-01,"Sat",8843
2000,1,2,2000-01-02,"Sun",7816
2000,1,3,2000-01-03,"Mon",11123
2000,1,4,2000-01-04,"Tues",12703
2000,1,5,2000-01-05,"Wed",12240
2000,1,6,2000-01-06,"Thurs",12260
2000,1,7,2000-01-07,"Fri",12280
2000,1,8,2000-01-08,"Sat",8750
2000,1,9,2000-01-09,"Sun",7736
2000,1,10,2000-01-10,"Mon",11418
2000,1,11,2000-01-11,"Tues",12323
2000,1,12,2000-01-12,"Wed",12057
2000,1,13,2000-01-13,"Thurs",11556
2000,1,14,2000-01-14,"Fri",11924
2000,1,15,2000-01-15,"Sat",8365
2000,1,16,2000-01-16,"Sun",7499
2000,1,17,2000-01-17,"Mon",10601
2000,1,18,2000-01-18,"Tues",12086
2000,1,19,2000-01-19,"Wed",12083
2000,1,20,2000-01-20,"Thurs",12188
2000,1,21,2000-01-21,"Fri",11667
2000,1,22,2000-01-22,"Sat",8633
2000,1,23,2000-01-23,"Sun",7712
2000,1,24,2000-01-24,"Mon",11184
2000,1,25,2000-01-25,"Tues",12253
2000,1,26,2000-01-26,"Wed",11879
2000,1,27,2000-01-27,"Thurs",12136
2000,1,28,2000-01-28,"Fri",11673
2000,1,29,2000-01-29,"Sat",8635
2000,1,30,2000-01-30,"Sun",7603
2000,1,31,2000-01-31,"Mon",10882
2000,2,1,2000-02-01,"Tues",12359
2000,2,2,2000-02-02,"Wed",12082
2000,2,3,2000-02-03,"Thurs",11806
2000,2,4,2000-02-04,"Fri",11828
2000,2,5,2000-02-05,"Sat",8474
2000,2,6,2000-02-06,"Sun",7730
2000,2,7,2000-02-07,"Mon",11375
2000,2,8,2000-02-08,"Tues",12591
2000,2,9,2000-02-09,"Wed",12024
2000,2,10,2000-02-10,"Thurs",12339
2000,2,11,2000-02-11,"Fri",12182
2000,2,12,2000-02-12,"Sat",8674
2000,2,13,2000-02-13,"Sun",7801
2000,2,14,2000-02-14,"Mon",11920
2000,2,15,2000-02-15,"Tues",12711
2000,2,16,2000-02-16,"Wed",12256
2000,2,17,2000-02-17,"Thurs",12274
2000,2,18,2000-02-18,"Fri",12162
2000,2,19,2000-02-19,"Sat",8693
2000,2,20,2000-02-20,"Sun",7763
2000,2,21,2000-02-21,"Mon",10406
2000,2,22,2000-02-22,"Tues",12401
2000,2,23,2000-02-23,"Wed",11972
2000,2,24,2000-02-24,"Thurs",12160
2000,2,25,2000-02-25,"Fri",11971
2000,2,26,2000-02-26,"Sat",8847
2000,2,27,2000-02-27,"Sun",7716
2000,2,28,2000-02-28,"Mon",11215
2000,2,29,2000-02-29,"Tues",11645
2000,3,1,2000-03-01,"Wed",12407
2000,3,2,2000-03-02,"Thurs",12261
2000,3,3,2000-03-03,"Fri",12120
2000,3,4,2000-03-04,"Sat",8861
2000,3,5,2000-03-05,"Sun",7599
2000,3,6,2000-03-06,"Mon",11122
2000,3,7,2000-03-07,"Tues",12133
2000,3,8,2000-03-08,"Wed",12061
2000,3,9,2000-03-09,"Thurs",12303
2000,3,10,2000-03-10,"Fri",11898
2000,3,11,2000-03-11,"Sat",8657
2000,3,12,2000-03-12,"Sun",7762
2000,3,13,2000-03-13,"Mon",10946
2000,3,14,2000-03-14,"Tues",12523
2000,3,15,2000-03-15,"Wed",12114
2000,3,16,2000-03-16,"Thurs",12154
2000,3,17,2000-03-17,"Fri",12147
2000,3,18,2000-03-18,"Sat",8502
2000,3,19,2000-03-19,"Sun",7623
2000,3,20,2000-03-20,"Mon",11281
2000,3,21,2000-03-21,"Tues",12370
2000,3,22,2000-03-22,"Wed",12047
2000,3,23,2000-03-23,"Thurs",12168
2000,3,24,2000-03-24,"Fri",12104
2000,3,25,2000-03-25,"Sat",8975
2000,3,26,2000-03-26,"Sun",7675
2000,3,27,2000-03-27,"Mon",11051
2000,3,28,2000-03-28,"Tues",12394
2000,3,29,2000-03-29,"Wed",11806
2000,3,30,2000-03-30,"Thurs",11851
2000,3,31,2000-03-31,"Fri",11638
2000,4,1,2000-04-01,"Sat",8238
2000,4,2,2000-04-02,"Sun",7419
2000,4,3,2000-04-03,"Mon",11178
2000,4,4,2000-04-04,"Tues",12523
2000,4,5,2000-04-05,"Wed",11946
2000,4,6,2000-04-06,"Thurs",11929
2000,4,7,2000-04-07,"Fri",12004
2000,4,8,2000-04-08,"Sat",8583
2000,4,9,2000-04-09,"Sun",7628
2000,4,10,2000-04-10,"Mon",11108
2000,4,11,2000-04-11,"Tues",12567
2000,4,12,2000-04-12,"Wed",12241
2000,4,13,2000-04-13,"Thurs",11677
2000,4,14,2000-04-14,"Fri",11829
2000,4,15,2000-04-15,"Sat",8718
2000,4,16,2000-04-16,"Sun",7725
2000,4,17,2000-04-17,"Mon",11115
2000,4,18,2000-04-18,"Tues",12525
2000,4,19,2000-04-19,"Wed",12251
2000,4,20,2000-04-20,"Thurs",12055
2000,4,21,2000-04-21,"Fri",11080
2000,4,22,2000-04-22,"Sat",8233
2000,4,23,2000-04-23,"Sun",7375
2000,4,24,2000-04-24,"Mon",11109
2000,4,25,2000-04-25,"Tues",12237
2000,4,26,2000-04-26,"Wed",11994
2000,4,27,2000-04-27,"Thurs",12013
2000,4,28,2000-04-28,"Fri",11785
2000,4,29,2000-04-29,"Sat",8580
2000,4,30,2000-04-30,"Sun",7515
2000,5,1,2000-05-01,"Mon",11399
2000,5,2,2000-05-02,"Tues",12692
2000,5,3,2000-05-03,"Wed",12017
2000,5,4,2000-05-04,"Thurs",12212
2000,5,5,2000-05-05,"Fri",12252
2000,5,6,2000-05-06,"Sat",8689
2000,5,7,2000-05-07,"Sun",7675
2000,5,8,2000-05-08,"Mon",11384
2000,5,9,2000-05-09,"Tues",12470
2000,5,10,2000-05-10,"Wed",12342
2000,5,11,2000-05-11,"Thurs",12185
2000,5,12,2000-05-12,"Fri",11928
2000,5,13,2000-05-13,"Sat",8569
2000,5,14,2000-05-14,"Sun",7495
2000,5,15,2000-05-15,"Mon",11316
2000,5,16,2000-05-16,"Tues",12581
2000,5,17,2000-05-17,"Wed",12487
2000,5,18,2000-05-18,"Thurs",12336
2000,5,19,2000-05-19,"Fri",11961
2000,5,20,2000-05-20,"Sat",8476
2000,5,21,2000-05-21,"Sun",7741
2000,5,22,2000-05-22,"Mon",11365
2000,5,23,2000-05-23,"Tues",12806
2000,5,24,2000-05-24,"Wed",12427
2000,5,25,2000-05-25,"Thurs",12752
2000,5,26,2000-05-26,"Fri",12503
2000,5,27,2000-05-27,"Sat",8866
2000,5,28,2000-05-28,"Sun",7758
2000,5,29,2000-05-29,"Mon",8099
2000,5,30,2000-05-30,"Tues",11699
2000,5,31,2000-05-31,"Wed",12725
2000,6,1,2000-06-01,"Thurs",13114
2000,6,2,2000-06-02,"Fri",12428
2000,6,3,2000-06-03,"Sat",8776
2000,6,4,2000-06-04,"Sun",7860
2000,6,5,2000-06-05,"Mon",11458
2000,6,6,2000-06-06,"Tues",12434
2000,6,7,2000-06-07,"Wed",12217
2000,6,8,2000-06-08,"Thurs",12508
2000,6,9,2000-06-09,"Fri",12275
2000,6,10,2000-06-10,"Sat",8956
2000,6,11,2000-06-11,"Sun",7961
2000,6,12,2000-06-12,"Mon",11580
2000,6,13,2000-06-13,"Tues",12416
2000,6,14,2000-06-14,"Wed",12599
2000,6,15,2000-06-15,"Thurs",12528
2000,6,16,2000-06-16,"Fri",12524
2000,6,17,2000-06-17,"Sat",8981
2000,6,18,2000-06-18,"Sun",8024
2000,6,19,2000-06-19,"Mon",11425
2000,6,20,2000-06-20,"Tues",12764
2000,6,21,2000-06-21,"Wed",12497
2000,6,22,2000-06-22,"Thurs",12561
2000,6,23,2000-06-23,"Fri",12364
2000,6,24,2000-06-24,"Sat",8952
2000,6,25,2000-06-25,"Sun",8057
2000,6,26,2000-06-26,"Mon",11914
2000,6,27,2000-06-27,"Tues",13103
2000,6,28,2000-06-28,"Wed",12776
2000,6,29,2000-06-29,"Thurs",13184
2000,6,30,2000-06-30,"Fri",12970
2000,7,1,2000-07-01,"Sat",9215
2000,7,2,2000-07-02,"Sun",7933
2000,7,3,2000-07-03,"Mon",11080
2000,7,4,2000-07-04,"Tues",9394
2000,7,5,2000-07-05,"Wed",12078
2000,7,6,2000-07-06,"Thurs",13558
2000,7,7,2000-07-07,"Fri",13372
2000,7,8,2000-07-08,"Sat",9479
2000,7,9,2000-07-09,"Sun",8435
2000,7,10,2000-07-10,"Mon",12161
2000,7,11,2000-07-11,"Tues",13267
2000,7,12,2000-07-12,"Wed",12543
2000,7,13,2000-07-13,"Thurs",12684
2000,7,14,2000-07-14,"Fri",12941
2000,7,15,2000-07-15,"Sat",9392
2000,7,16,2000-07-16,"Sun",8313
2000,7,17,2000-07-17,"Mon",11876
2000,7,18,2000-07-18,"Tues",13354
2000,7,19,2000-07-19,"Wed",12718
2000,7,20,2000-07-20,"Thurs",12855
2000,7,21,2000-07-21,"Fri",12767
2000,7,22,2000-07-22,"Sat",9269
2000,7,23,2000-07-23,"Sun",8011
2000,7,24,2000-07-24,"Mon",11916
2000,7,25,2000-07-25,"Tues",12943
2000,7,26,2000-07-26,"Wed",12700
2000,7,27,2000-07-27,"Thurs",12849
2000,7,28,2000-07-28,"Fri",12654
2000,7,29,2000-07-29,"Sat",9303
2000,7,30,2000-07-30,"Sun",8289
2000,7,31,2000-07-31,"Mon",11626
2000,8,1,2000-08-01,"Tues",13081
2000,8,2,2000-08-02,"Wed",12489
2000,8,3,2000-08-03,"Thurs",12834
2000,8,4,2000-08-04,"Fri",12681
2000,8,5,2000-08-05,"Sat",9236
2000,8,6,2000-08-06,"Sun",8201
2000,8,7,2000-08-07,"Mon",11628
2000,8,8,2000-08-08,"Tues",13334
2000,8,9,2000-08-09,"Wed",12926
2000,8,10,2000-08-10,"Thurs",12694
2000,8,11,2000-08-11,"Fri",12478
2000,8,12,2000-08-12,"Sat",9072
2000,8,13,2000-08-13,"Sun",8174
2000,8,14,2000-08-14,"Mon",11638
2000,8,15,2000-08-15,"Tues",13067
2000,8,16,2000-08-16,"Wed",12876
2000,8,17,2000-08-17,"Thurs",12828
2000,8,18,2000-08-18,"Fri",12839
2000,8,19,2000-08-19,"Sat",9102
2000,8,20,2000-08-20,"Sun",8122
2000,8,21,2000-08-21,"Mon",11711
2000,8,22,2000-08-22,"Tues",13172
2000,8,23,2000-08-23,"Wed",12685
2000,8,24,2000-08-24,"Thurs",12737
2000,8,25,2000-08-25,"Fri",12623
2000,8,26,2000-08-26,"Sat",9193
2000,8,27,2000-08-27,"Sun",8086
2000,8,28,2000-08-28,"Mon",11794
2000,8,29,2000-08-29,"Tues",12922
2000,8,30,2000-08-30,"Wed",12805
2000,8,31,2000-08-31,"Thurs",13052
2000,9,1,2000-09-01,"Fri",12826
2000,9,2,2000-09-02,"Sat",9066
2000,9,3,2000-09-03,"Sun",8080
2000,9,4,2000-09-04,"Mon",8412
2000,9,5,2000-09-05,"Tues",11871
2000,9,6,2000-09-06,"Wed",13577
2000,9,7,2000-09-07,"Thurs",13194
2000,9,8,2000-09-08,"Fri",13166
2000,9,9,2000-09-09,"Sat",9617
2000,9,10,2000-09-10,"Sun",8354
2000,9,11,2000-09-11,"Mon",12091
2000,9,12,2000-09-12,"Tues",13263
2000,9,13,2000-09-13,"Wed",12965
2000,9,14,2000-09-14,"Thurs",13432
2000,9,15,2000-09-15,"Fri",13245
2000,9,16,2000-09-16,"Sat",9580
2000,9,17,2000-09-17,"Sun",8512
2000,9,18,2000-09-18,"Mon",12244
2000,9,19,2000-09-19,"Tues",13533
2000,9,20,2000-09-20,"Wed",13384
2000,9,21,2000-09-21,"Thurs",13050
2000,9,22,2000-09-22,"Fri",12893
2000,9,23,2000-09-23,"Sat",9304
2000,9,24,2000-09-24,"Sun",8392
2000,9,25,2000-09-25,"Mon",12150
2000,9,26,2000-09-26,"Tues",13210
2000,9,27,2000-09-27,"Wed",13137
2000,9,28,2000-09-28,"Thurs",13202
2000,9,29,2000-09-29,"Fri",12724
2000,9,30,2000-09-30,"Sat",9135
2000,10,1,2000-10-01,"Sun",8279
2000,10,2,2000-10-02,"Mon",11905
2000,10,3,2000-10-03,"Tues",12969
2000,10,4,2000-10-04,"Wed",12841
2000,10,5,2000-10-05,"Thurs",12943
2000,10,6,2000-10-06,"Fri",12491
2000,10,7,2000-10-07,"Sat",8925
2000,10,8,2000-10-08,"Sun",7956
2000,10,9,2000-10-09,"Mon",11022
2000,10,10,2000-10-10,"Tues",12750
2000,10,11,2000-10-11,"Wed",12564
2000,10,12,2000-10-12,"Thurs",12756
2000,10,13,2000-10-13,"Fri",11468
2000,10,14,2000-10-14,"Sat",8985
2000,10,15,2000-10-15,"Sun",7972
2000,10,16,2000-10-16,"Mon",11702
2000,10,17,2000-10-17,"Tues",12805
2000,10,18,2000-10-18,"Wed",12470
2000,10,19,2000-10-19,"Thurs",12195
2000,10,20,2000-10-20,"Fri",12146
2000,10,21,2000-10-21,"Sat",8765
2000,10,22,2000-10-22,"Sun",7772
2000,10,23,2000-10-23,"Mon",11526
2000,10,24,2000-10-24,"Tues",12685
2000,10,25,2000-10-25,"Wed",12463
2000,10,26,2000-10-26,"Thurs",12475
2000,10,27,2000-10-27,"Fri",12051
2000,10,28,2000-10-28,"Sat",8790
2000,10,29,2000-10-29,"Sun",7954
2000,10,30,2000-10-30,"Mon",11227
2000,10,31,2000-10-31,"Tues",11069
2000,11,1,2000-11-01,"Wed",12579
2000,11,2,2000-11-02,"Thurs",12734
2000,11,3,2000-11-03,"Fri",12329
2000,11,4,2000-11-04,"Sat",8853
2000,11,5,2000-11-05,"Sun",7890
2000,11,6,2000-11-06,"Mon",11520
2000,11,7,2000-11-07,"Tues",12592
2000,11,8,2000-11-08,"Wed",12506
2000,11,9,2000-11-09,"Thurs",12502
2000,11,10,2000-11-10,"Fri",12300
2000,11,11,2000-11-11,"Sat",9052
2000,11,12,2000-11-12,"Sun",7874
2000,11,13,2000-11-13,"Mon",11129
2000,11,14,2000-11-14,"Tues",12776
2000,11,15,2000-11-15,"Wed",12623
2000,11,16,2000-11-16,"Thurs",12706
2000,11,17,2000-11-17,"Fri",12606
2000,11,18,2000-11-18,"Sat",8906
2000,11,19,2000-11-19,"Sun",7872
2000,11,20,2000-11-20,"Mon",12625
2000,11,21,2000-11-21,"Tues",13672
2000,11,22,2000-11-22,"Wed",12038
2000,11,23,2000-11-23,"Thurs",7939
2000,11,24,2000-11-24,"Fri",9539
2000,11,25,2000-11-25,"Sat",8320
2000,11,26,2000-11-26,"Sun",7793
2000,11,27,2000-11-27,"Mon",11831
